,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Differentially expressed?
ENSMUSG00000097853.1_Gm3532,0,NA,NA,NA,NA,NA,
ENSMUSG00000097878.5_Gm8764,0,NA,NA,NA,NA,NA,
ENSMUSG00000097918.1_Ascl5,0,NA,NA,NA,NA,NA,
ENSMUSG00000097929.9_Tunar,0,NA,NA,NA,NA,NA,
ENSMUSG00000097972.1_Scgb2b15,0,NA,NA,NA,NA,NA,
ENSMUSG00000097982.1_Scgb2b12,0,NA,NA,NA,NA,NA,
ENSMUSG00000098094.7_Scgb2b17,0,NA,NA,NA,NA,NA,
ENSMUSG00000098348.7_Btg1-ps2,0,NA,NA,NA,NA,NA,
ENSMUSG00000098773.1_Gm27179,0,NA,NA,NA,NA,NA,
ENSMUSG00000099102.1_Gm11983,0,NA,NA,NA,NA,NA,
ENSMUSG00000099269.3_Calm5,0,NA,NA,NA,NA,NA,
ENSMUSG00000099353.6_1700031M16Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000099420.1_Gm13279,0,NA,NA,NA,NA,NA,
ENSMUSG00000099443.1_H2al1h,0,NA,NA,NA,NA,NA,
ENSMUSG00000099486.3_Olfr1228,0,NA,NA,NA,NA,NA,
ENSMUSG00000099517.1_Hist1h3g,0,NA,NA,NA,NA,NA,
ENSMUSG00000099518.1_Gm13275,0,NA,NA,NA,NA,NA,
ENSMUSG00000099530.1_Gm29644,0,NA,NA,NA,NA,NA,
ENSMUSG00000099531.1_Gm20869,0,NA,NA,NA,NA,NA,
ENSMUSG00000099541.1_Gm21488,0,NA,NA,NA,NA,NA,
ENSMUSG00000099545.1_Gm13276,0,NA,NA,NA,NA,NA,
ENSMUSG00000099550.6_Gm28079,0,NA,NA,NA,NA,NA,
ENSMUSG00000099581.1_Scgb1b10,0,NA,NA,NA,NA,NA,
ENSMUSG00000099611.1_Vmn1r189,0,NA,NA,NA,NA,NA,
ENSMUSG00000099711.1_Btbd35f21,0,NA,NA,NA,NA,NA,
ENSMUSG00000099729.1_Scgb2b11,0,NA,NA,NA,NA,NA,
ENSMUSG00000099740.1_Gm28897,0,NA,NA,NA,NA,NA,
ENSMUSG00000099762.3_Gm21149,0,NA,NA,NA,NA,NA,
ENSMUSG00000099782.1_Gm20903,0,NA,NA,NA,NA,NA,
ENSMUSG00000099787.1_Vmn1r192,0,NA,NA,NA,NA,NA,
ENSMUSG00000099792.1_Gm29564,0,NA,NA,NA,NA,NA,
ENSMUSG00000099840.1_Gm21409,0,NA,NA,NA,NA,NA,
ENSMUSG00000099856.1_Gm20906,0,NA,NA,NA,NA,NA,
ENSMUSG00000099861.1_Gm29049,0,NA,NA,NA,NA,NA,
ENSMUSG00000099894.1_Gm20911,0,NA,NA,NA,NA,NA,
ENSMUSG00000099898.1_Scgb1b17,0,NA,NA,NA,NA,NA,
ENSMUSG00000099900.1_Scgb2b21,0,NA,NA,NA,NA,NA,
ENSMUSG00000099917.1_Vmn1r215,0,NA,NA,NA,NA,NA,
ENSMUSG00000099925.1_Gm28827,0,NA,NA,NA,NA,NA,
ENSMUSG00000100004.1_Taar8c,0,NA,NA,NA,NA,NA,
ENSMUSG00000100032.1_Gm20817,0,NA,NA,NA,NA,NA,
ENSMUSG00000100045.1_Gm20929,0,NA,NA,NA,NA,NA,
ENSMUSG00000100055.1_Gm20890,0,NA,NA,NA,NA,NA,
ENSMUSG00000100058.1_Scgb2b18,0,NA,NA,NA,NA,NA,
ENSMUSG00000100133.1_Tgif2lx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000100186.1_Taar8b,0,NA,NA,NA,NA,NA,
ENSMUSG00000100194.1_Tgif2lx2,0,NA,NA,NA,NA,NA,
ENSMUSG00000100231.1_Gm29554,0,NA,NA,NA,NA,NA,
ENSMUSG00000100234.1_Gm13277,0,NA,NA,NA,NA,NA,
ENSMUSG00000100240.1_Gm20820,0,NA,NA,NA,NA,NA,
ENSMUSG00000100249.1_Btbd35f23,0,NA,NA,NA,NA,NA,
ENSMUSG00000100296.1_Vmn1r205,0,NA,NA,NA,NA,NA,
ENSMUSG00000100338.2_Gm28870,0,NA,NA,NA,NA,NA,
ENSMUSG00000100448.1_H2al1k,0,NA,NA,NA,NA,NA,
ENSMUSG00000100467.1_Gm29582,0,NA,NA,NA,NA,NA,
ENSMUSG00000100485.1_Gm20920,0,NA,NA,NA,NA,NA,
ENSMUSG00000100535.1_Gm20870,0,NA,NA,NA,NA,NA,
ENSMUSG00000100549.1_Ifna11,0,NA,NA,NA,NA,NA,
ENSMUSG00000100608.1_Gm21996,0,NA,NA,NA,NA,NA,
ENSMUSG00000100617.1_Gm7145,0,NA,NA,NA,NA,NA,
ENSMUSG00000100626.1_H2al1a,0,NA,NA,NA,NA,NA,
ENSMUSG00000100634.1_Gm28171,0,NA,NA,NA,NA,NA,
ENSMUSG00000100642.1_Gm28230,0,NA,NA,NA,NA,NA,
ENSMUSG00000100645.1_Gm28576,0,NA,NA,NA,NA,NA,
ENSMUSG00000100667.1_1700040F15Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000100689.1_Taar7e,0,NA,NA,NA,NA,NA,
ENSMUSG00000100704.1_Gm28434,0,NA,NA,NA,NA,NA,
ENSMUSG00000100708.1_Gm21173,0,NA,NA,NA,NA,NA,
ENSMUSG00000100713.1_Ifna7,0,NA,NA,NA,NA,NA,
ENSMUSG00000100726.1_Gm21497,0,NA,NA,NA,NA,NA,
ENSMUSG00000100856.1_Gm21627,0,NA,NA,NA,NA,NA,
ENSMUSG00000100892.1_Gm20897,0,NA,NA,NA,NA,NA,
ENSMUSG00000100902.1_Gm20850,0,NA,NA,NA,NA,NA,
ENSMUSG00000100916.3_Lhb,0,NA,NA,NA,NA,NA,
ENSMUSG00000100939.1_Gm28998,0,NA,NA,NA,NA,NA,
ENSMUSG00000100950.1_Taar7f,0,NA,NA,NA,NA,NA,
ENSMUSG00000100962.3_Gm29133,0,NA,NA,NA,NA,NA,
ENSMUSG00000100972.1_Gm28553,0,NA,NA,NA,NA,NA,
ENSMUSG00000101026.1_D730001G18Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000101031.1_Ms4a12,0,NA,NA,NA,NA,NA,
ENSMUSG00000101053.1_Gm20815,0,NA,NA,NA,NA,NA,
ENSMUSG00000101073.1_Vmn1r200,0,NA,NA,NA,NA,NA,
ENSMUSG00000101146.1_Gm20814,0,NA,NA,NA,NA,NA,
ENSMUSG00000101157.1_Gm20905,0,NA,NA,NA,NA,NA,
ENSMUSG00000101158.1_Gm20894,0,NA,NA,NA,NA,NA,
ENSMUSG00000101163.1_Gm13278,0,NA,NA,NA,NA,NA,
ENSMUSG00000101232.1_Scgb1b15,0,NA,NA,NA,NA,NA,
ENSMUSG00000101243.1_Gm28919,0,NA,NA,NA,NA,NA,
ENSMUSG00000101286.1_Gm21317,0,NA,NA,NA,NA,NA,
ENSMUSG00000101294.1_Btbd35f15,0,NA,NA,NA,NA,NA,
ENSMUSG00000101315.1_Krtap28-13,0,NA,NA,NA,NA,NA,
ENSMUSG00000101355.1_Hist1h3h,0,NA,NA,NA,NA,NA,
ENSMUSG00000101361.1_Gm7356,0,NA,NA,NA,NA,NA,
ENSMUSG00000101381.1_Btbd35f16,0,NA,NA,NA,NA,NA,
ENSMUSG00000101396.1_Gm28510,0,NA,NA,NA,NA,NA,
ENSMUSG00000101399.1_Gm28961,0,NA,NA,NA,NA,NA,
ENSMUSG00000101401.1_Scgb1b18,0,NA,NA,NA,NA,NA,
ENSMUSG00000101436.1_Gm5157,0,NA,NA,NA,NA,NA,
ENSMUSG00000101471.1_Gm29276,0,NA,NA,NA,NA,NA,
ENSMUSG00000101500.1_Btbd35f12,0,NA,NA,NA,NA,NA,
ENSMUSG00000101520.1_Scgb1b12,0,NA,NA,NA,NA,NA,
ENSMUSG00000101528.1_Gm29110,0,NA,NA,NA,NA,NA,
ENSMUSG00000101578.1_Vmn1r206,0,NA,NA,NA,NA,NA,
ENSMUSG00000101605.1_Ace3,0,NA,NA,NA,NA,NA,
ENSMUSG00000101638.1_Scgb1b11,0,NA,NA,NA,NA,NA,
ENSMUSG00000101653.1_Gm20792,0,NA,NA,NA,NA,NA,
ENSMUSG00000101667.1_Gm29289,0,NA,NA,NA,NA,NA,
ENSMUSG00000101725.6_Gm29423,0,NA,NA,NA,NA,NA,
ENSMUSG00000101766.1_Gm20908,0,NA,NA,NA,NA,NA,
ENSMUSG00000101818.1_Gm28269,0,NA,NA,NA,NA,NA,
ENSMUSG00000101819.1_H2al1b,0,NA,NA,NA,NA,NA,
ENSMUSG00000101915.1_Gm28102,0,NA,NA,NA,NA,NA,
ENSMUSG00000101928.1_Gm20824,0,NA,NA,NA,NA,NA,
ENSMUSG00000101933.1_Gm20835,0,NA,NA,NA,NA,NA,
ENSMUSG00000102030.1_Gm29106,0,NA,NA,NA,NA,NA,
ENSMUSG00000102045.1_Gm21294,0,NA,NA,NA,NA,NA,
ENSMUSG00000102053.1_Gm4064,0,NA,NA,NA,NA,NA,
ENSMUSG00000102122.1_Gm20883,0,NA,NA,NA,NA,NA,
ENSMUSG00000102308.1_2310046K23Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000102388.5_Gm33815,0,NA,NA,NA,NA,NA,
ENSMUSG00000102668.1_Gm29866,0,NA,NA,NA,NA,NA,
ENSMUSG00000102739.1_Gm20772,0,NA,NA,NA,NA,NA,
ENSMUSG00000103084.1_Gm38119,0,NA,NA,NA,NA,NA,
ENSMUSG00000103243.1_Lce1d,0,NA,NA,NA,NA,NA,
ENSMUSG00000103362.1_Tdpoz2,0,NA,NA,NA,NA,NA,
ENSMUSG00000103371.1_Gm35134,0,NA,NA,NA,NA,NA,
ENSMUSG00000103468.1_Gm21440,0,NA,NA,NA,NA,NA,
ENSMUSG00000103476.1_Gm34302,0,NA,NA,NA,NA,NA,
ENSMUSG00000103528.1_Gm31571,0,NA,NA,NA,NA,NA,
ENSMUSG00000103919.1_Gm21366,0,NA,NA,NA,NA,NA,
ENSMUSG00000104191.1_Gm30737,0,NA,NA,NA,NA,NA,
ENSMUSG00000104267.1_Gm20807,0,NA,NA,NA,NA,NA,
ENSMUSG00000104752.1_Gm5565,0,NA,NA,NA,NA,NA,
ENSMUSG00000104824.1_Gm21663,0,NA,NA,NA,NA,NA,
ENSMUSG00000106350.2_Gm4869,0,NA,NA,NA,NA,NA,
ENSMUSG00000106627.1_Gm21680,0,NA,NA,NA,NA,NA,
ENSMUSG00000107280.1_Gm9495,0,NA,NA,NA,NA,NA,
ENSMUSG00000107392.1_Gm7792,0,NA,NA,NA,NA,NA,
ENSMUSG00000107417.2_Olfr1383,0,NA,NA,NA,NA,NA,
ENSMUSG00000107711.2_Olfr320,0,NA,NA,NA,NA,NA,
ENSMUSG00000107874.1_Prpmp5,0,NA,NA,NA,NA,NA,
ENSMUSG00000108127.1_Gm12845,0,NA,NA,NA,NA,NA,
ENSMUSG00000108167.2_Olfr1386,0,NA,NA,NA,NA,NA,
ENSMUSG00000108265.2_Olfr318,0,NA,NA,NA,NA,NA,
ENSMUSG00000108367.2_Gm4881,0,NA,NA,NA,NA,NA,
ENSMUSG00000108398.1_Gm30191,0,NA,NA,NA,NA,NA,
ENSMUSG00000108931.2_Olfr1284,0,NA,NA,NA,NA,NA,
ENSMUSG00000108981.1_Gm15262,0,NA,NA,NA,NA,NA,
ENSMUSG00000108995.1_Olfr485,0,NA,NA,NA,NA,NA,
ENSMUSG00000109033.2_Olfr1315-ps1,0,NA,NA,NA,NA,NA,
ENSMUSG00000109058.3_Olfr705,0,NA,NA,NA,NA,NA,
ENSMUSG00000109060.1_Gm4513,0,NA,NA,NA,NA,NA,
ENSMUSG00000109166.1_Gm5890,0,NA,NA,NA,NA,NA,
ENSMUSG00000109219.2_Olfr1299,0,NA,NA,NA,NA,NA,
ENSMUSG00000109238.1_Gm35060,0,NA,NA,NA,NA,NA,
ENSMUSG00000109322.2_Olfr1283,0,NA,NA,NA,NA,NA,
ENSMUSG00000109344.1_A26c2,0,NA,NA,NA,NA,NA,
ENSMUSG00000109376.1_Olfr761,0,NA,NA,NA,NA,NA,
ENSMUSG00000109392.1_Gm5737,0,NA,NA,NA,NA,NA,
ENSMUSG00000109396.1_Gm4565,0,NA,NA,NA,NA,NA,
ENSMUSG00000109516.1_Gm6882,0,NA,NA,NA,NA,NA,
ENSMUSG00000109528.2_Olfr1309,0,NA,NA,NA,NA,NA,
ENSMUSG00000109547.2_Olfr1294,0,NA,NA,NA,NA,NA,
ENSMUSG00000109572.1_Cfap99,0,NA,NA,NA,NA,NA,
ENSMUSG00000109588.1_Lnp1,0,NA,NA,NA,NA,NA,
ENSMUSG00000109631.1_Olfr494,0,NA,NA,NA,NA,NA,
ENSMUSG00000109649.1_Gm45521,0,NA,NA,NA,NA,NA,
ENSMUSG00000109655.1_Gm29735,0,NA,NA,NA,NA,NA,
ENSMUSG00000109737.1_Gm39566,0,NA,NA,NA,NA,NA,
ENSMUSG00000109745.1_1700018G05Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000109813.2_Olfr1279,0,NA,NA,NA,NA,NA,
ENSMUSG00000109833.1_Gm45573,0,NA,NA,NA,NA,NA,
ENSMUSG00000109858.1_Gm45800,0,NA,NA,NA,NA,NA,
ENSMUSG00000109859.1_Gm45618,0,NA,NA,NA,NA,NA,
ENSMUSG00000109969.1_Zscan4-ps3,0,NA,NA,NA,NA,NA,
ENSMUSG00000110061.1_Gm45337,0,NA,NA,NA,NA,NA,
ENSMUSG00000110100.1_Gm45261,0,NA,NA,NA,NA,NA,
ENSMUSG00000110103.1_Zscan4-ps1,0,NA,NA,NA,NA,NA,
ENSMUSG00000110190.1_Zscan4-ps2,0,NA,NA,NA,NA,NA,
ENSMUSG00000110477.1_Gm3045,0,NA,NA,NA,NA,NA,
ENSMUSG00000110573.1_Gm5485,0,NA,NA,NA,NA,NA,
ENSMUSG00000110576.1_Gm45787,0,NA,NA,NA,NA,NA,
ENSMUSG00000110621.3_Olfr837,0,NA,NA,NA,NA,NA,
ENSMUSG00000110641.1_Gm45826,0,NA,NA,NA,NA,NA,
ENSMUSG00000110723.1_AC153912.1,0,NA,NA,NA,NA,NA,
ENSMUSG00000110804.1_Olfr1084,0,NA,NA,NA,NA,NA,
ENSMUSG00000110947.1_Olfr1333,0,NA,NA,NA,NA,NA,
ENSMUSG00000111159.1_Olfr1337,0,NA,NA,NA,NA,NA,
ENSMUSG00000111179.1_Olfr996,0,NA,NA,NA,NA,NA,
ENSMUSG00000111239.1_Olfr1248,0,NA,NA,NA,NA,NA,
ENSMUSG00000111306.2_Olfr1065,0,NA,NA,NA,NA,NA,
ENSMUSG00000111456.1_Olfr1245,0,NA,NA,NA,NA,NA,
ENSMUSG00000111689.1_Olfr1082,0,NA,NA,NA,NA,NA,
ENSMUSG00000111700.1_AC069561.5,0,NA,NA,NA,NA,NA,
ENSMUSG00000111711.1_Olfr1089,0,NA,NA,NA,NA,NA,
ENSMUSG00000111732.1_Olfr785,0,NA,NA,NA,NA,NA,
ENSMUSG00000111747.2_Olfr1134,0,NA,NA,NA,NA,NA,
ENSMUSG00000111863.2_Olfr347,0,NA,NA,NA,NA,NA,
ENSMUSG00000111915.1_Gm3285,0,NA,NA,NA,NA,NA,
ENSMUSG00000112027.1_AC158600.1,0,NA,NA,NA,NA,NA,
ENSMUSG00000112170.1_AC153864.3,0,NA,NA,NA,NA,NA,
ENSMUSG00000112187.1_CT571245.2,0,NA,NA,NA,NA,NA,
ENSMUSG00000112216.1_AC153856.3,0,NA,NA,NA,NA,NA,
ENSMUSG00000112223.1_Krtap10-10,0,NA,NA,NA,NA,NA,
ENSMUSG00000112252.1_AC153856.4,0,NA,NA,NA,NA,NA,
ENSMUSG00000112380.1_AC158603.3,0,NA,NA,NA,NA,NA,
ENSMUSG00000112419.1_AC158600.2,0,NA,NA,NA,NA,NA,
ENSMUSG00000112495.1_AC158600.3,0,NA,NA,NA,NA,NA,
ENSMUSG00000112600.1_Gm2696,0,NA,NA,NA,NA,NA,
ENSMUSG00000112611.1_AC166263.2,0,NA,NA,NA,NA,NA,
ENSMUSG00000112653.1_AC153874.1,0,NA,NA,NA,NA,NA,
ENSMUSG00000112781.1_AC158600.4,0,NA,NA,NA,NA,NA,
ENSMUSG00000112814.1_AC158600.5,0,NA,NA,NA,NA,NA,
ENSMUSG00000112856.1_Gm4305,0,NA,NA,NA,NA,NA,
ENSMUSG00000112864.1_AC158603.4,0,NA,NA,NA,NA,NA,
ENSMUSG00000112919.1_AC158600.6,0,NA,NA,NA,NA,NA,
ENSMUSG00000112931.1_Gm4303,0,NA,NA,NA,NA,NA,
ENSMUSG00000113084.1_AC125444.1,0,NA,NA,NA,NA,NA,
ENSMUSG00000113097.1_AC161180.1,0,NA,NA,NA,NA,NA,
ENSMUSG00000113201.1_Gm21936,0,NA,NA,NA,NA,NA,
ENSMUSG00000113489.1_Gm16381,0,NA,NA,NA,NA,NA,
ENSMUSG00000113558.1_AC104834.1,0,NA,NA,NA,NA,NA,
ENSMUSG00000113805.1_AC126554.8,0,NA,NA,NA,NA,NA,
ENSMUSG00000113846.1_AC125444.2,0,NA,NA,NA,NA,NA,
ENSMUSG00000113925.1_AC125444.4,0,NA,NA,NA,NA,NA,
ENSMUSG00000113951.1_Gm16381,0,NA,NA,NA,NA,NA,
ENSMUSG00000113971.1_Gm2022,0,NA,NA,NA,NA,NA,
ENSMUSG00000114011.1_AC125444.6,0,NA,NA,NA,NA,NA,
ENSMUSG00000114073.1_AC125070.4,0,NA,NA,NA,NA,NA,
ENSMUSG00000114075.1_AC079644.16,0,NA,NA,NA,NA,NA,
ENSMUSG00000064356.3_mt-Atp8,124.4630995,6.307549686,1.393040984,4.527899579,5.96E-06,0.008942431,
ENSMUSG00000089873.8_Mup13,0.968656341,2.280575482,0.813279142,2.804173086,0.005044582,0.389234258,
ENSMUSG00000022347.7_A1bg,8.644409515,2.251018953,0.5927726,3.797440961,0.000146198,0.086214803,
ENSMUSG00000027612.7_Mmp24,0.436067755,2.232116377,0.870831038,2.563202596,0.010371151,0.501851422,
ENSMUSG00000051379.12_Flrt3,1.548142412,2.223285954,0.698756471,3.181775122,0.001463754,0.23018581,
ENSMUSG00000022591.5_Gm9747,1.174233278,2.105929494,0.634481183,3.319136249,0.000902964,0.20271235,
ENSMUSG00000022949.9_Clic6,1.024551138,2.10525096,1.0557,1.994175391,0.046132891,0.762508797,
ENSMUSG00000002384.2_Bmp8b,0.810847036,2.101777877,0.797045231,2.636961863,0.008365224,0.472382643,
ENSMUSG00000010080.15_Epn3,1.444166688,2.098764454,0.593310166,3.537381584,0.000404115,0.158875065,
ENSMUSG00000029093.14_Sorcs2,2.581066382,1.987450835,0.600812397,3.307939128,0.000939852,0.20271235,
ENSMUSG00000026413.12_Pkp1,2.508481845,1.947521603,0.721036568,2.701002542,0.006913081,0.433615233,
ENSMUSG00000026156.8_B3gat2,1.019343405,1.87145167,0.646898715,2.892959326,0.003816307,0.342142425,
ENSMUSG00000043782.8_Bicdl2,0.433273916,1.864838139,1.098918663,1.696975583,0.089701277,0.865659727,
ENSMUSG00000039110.14_Mycbpap,0.782380732,1.834916878,0.773142896,2.373321784,0.017628898,0.605831014,
ENSMUSG00000064357.1_mt-Atp6,415.678338,1.763144136,1.130788222,1.559216927,0.118945046,0.897665068,
ENSMUSG00000008601.12_Rab25,1.441597826,1.748132273,0.636671751,2.74573557,0.00603754,0.410254604,
ENSMUSG00000085111.3_Ascl4,0.906939278,1.741554322,0.597675047,2.9138816,0.003569653,0.33300624,
ENSMUSG00000033579.16_Fa2h,0.503227622,1.733292683,1.10690864,1.565885947,0.11737532,0.897166338,
ENSMUSG00000040583.8_Cyp2b13,160.4082899,1.726213271,0.988645641,1.746038417,0.080804276,0.853906507,
ENSMUSG00000035539.13_Ccdc180,0.500918353,1.724852018,0.674885833,2.555768597,0.010595355,0.502731342,
ENSMUSG00000044726.7_Erich5,0.835800711,1.719291423,0.67041752,2.564508491,0.010332205,0.501851422,
ENSMUSG00000040600.9_Eps8l3,0.307114117,1.707574845,1.671042664,1.021861908,0.306846263,0.998523724,
ENSMUSG00000042195.9_Slc35f2,3.452640888,1.700680078,0.594399697,2.861172517,0.004220773,0.355226497,
ENSMUSG00000053588.3_A730061H03Rik,0.525343004,1.689369177,0.783846228,2.155230344,0.031143814,0.689991497,
ENSMUSG00000029838.11_Ptn,0.552820469,1.678217071,0.71955641,2.332293963,0.019685232,0.616101459,
ENSMUSG00000072612.2_Gm10382,1.647133706,1.670386901,0.502682955,3.32294319,0.000890731,0.20271235,
ENSMUSG00000002012.13_Pnck,0.420828251,1.661876927,1.029169298,1.614775071,0.106359414,0.882959597,
ENSMUSG00000028392.15_Bspry,0.78291589,1.650002966,0.701890973,2.350796675,0.018733267,0.611147234,
ENSMUSG00000035984.14_Nme5,0.781206316,1.64206777,0.664094807,2.472640583,0.013411895,0.552213767,
ENSMUSG00000033987.16_Dnah17,1.551093969,1.62753762,0.608349852,2.675331662,0.007465535,0.445021377,
ENSMUSG00000071550.13_Cfap44,1.293892115,1.616914448,0.744916892,2.170597103,0.029961641,0.686684321,
ENSMUSG00000091971.3_Hspa1a,3.647396829,1.610659079,0.635644052,2.533900967,0.011280061,0.521726499,
ENSMUSG00000028451.12_1700022I11Rik,1.706238299,1.591734695,0.476606498,3.339725121,0.000838614,0.20271235,
ENSMUSG00000044976.17_Wdr72,0.518885903,1.58910104,1.0024249,1.585256949,0.112907966,0.888470572,
ENSMUSG00000034570.12_Inpp5j,0.359113427,1.586161034,1.187278742,1.335963475,0.181561212,0.951956798,
ENSMUSG00000023017.9_Asic1,0.319069699,1.58126412,0.923052345,1.713081742,0.086697502,0.863021073,
ENSMUSG00000027896.15_Slc16a4,0.891590624,1.580570568,0.585581426,2.699147374,0.006951738,0.433615233,
ENSMUSG00000036030.9_Prtg,1.083859604,1.579539462,0.671936727,2.350726486,0.018736801,0.611147234,
ENSMUSG00000027456.8_Sdcbp2,0.899949786,1.577833379,0.661029622,2.386932939,0.01698959,0.605831014,
ENSMUSG00000036902.11_Neto2,1.153646952,1.55415394,0.62168874,2.499890765,0.012423161,0.536992743,
ENSMUSG00000096385.7_Gm11168,13.97771682,1.533259314,0.499699425,3.068363173,0.002152349,0.265220757,
ENSMUSG00000021263.11_Degs2,0.720951028,1.525609183,0.739763382,2.062293458,0.039179805,0.730402341,
ENSMUSG00000031535.7_Dkk4,0.44073483,1.516888932,1.033366691,1.467909645,0.142128768,0.915657518,
ENSMUSG00000067085.1_Gm10197,0.358653681,1.509626061,0.789869595,1.911234551,0.055974446,0.795874669,
ENSMUSG00000097221.1_1810049J17Rik,0.675219672,1.504943886,0.65061189,2.313120786,0.020715999,0.623892852,
ENSMUSG00000070811.6_Sult2a2,0.30797348,1.496624071,1.396479497,1.071712169,0.283849333,0.998523724,
ENSMUSG00000060716.7_Plekhh1,1.999681823,1.495620293,0.570862627,2.619930299,0.008794774,0.478977697,
ENSMUSG00000020431.5_Adcy1,16.21532918,1.482013493,0.44794028,3.308506871,0.000937949,0.20271235,
ENSMUSG00000026344.9_Lypd1,0.857262517,1.480249193,0.60892245,2.430932203,0.015060032,0.583808448,
ENSMUSG00000051022.7_Hs3st1,1.352310687,1.479363675,0.498198904,2.969423782,0.002983588,0.309064544,
ENSMUSG00000087610.1_Gm16253,0.442091444,1.479340495,0.831648166,1.778805698,0.075271623,0.843488457,
ENSMUSG00000038457.17_Tmem255b,0.495761722,1.471444344,0.759526411,1.937318204,0.052706458,0.786199153,
ENSMUSG00000021176.6_Efcab11,0.540904884,1.471297105,0.748004647,1.966962519,0.049187532,0.778698452,
ENSMUSG00000078160.2_Gm16503,0.385516508,1.46179525,0.844073056,1.731834987,0.083302947,0.855868423,
ENSMUSG00000107252.1_Gm43786,0.435968709,1.461007457,0.822031464,1.777313304,0.075516706,0.843488457,
ENSMUSG00000032017.14_Grik4,0.805964183,1.452491534,0.622349943,2.333882329,0.019601884,0.616101459,
ENSMUSG00000063656.6_Gm10135,0.341994387,1.446612873,1.058826628,1.366241493,0.171863178,0.944870492,
ENSMUSG00000027171.10_Prrg4,5.015943702,1.445531496,0.523187232,2.762933437,0.005728445,0.400493666,
ENSMUSG00000013523.13_Bcas1,0.447009707,1.4299848,0.955742122,1.496203596,0.134600608,0.908636645,
ENSMUSG00000067231.4_Cyp2c65,0.344715088,1.429422129,1.513903393,0.944196398,0.345069296,0.998523724,
ENSMUSG00000031789.17_Cngb1,0.427707814,1.425957894,0.779632662,1.829012512,0.067397734,0.82598002,
ENSMUSG00000055560.7_Zfp459,0.918233636,1.423814082,0.670554146,2.123339467,0.033725416,0.701942617,
ENSMUSG00000090066.2_1110002E22Rik,0.325980786,1.41704543,0.939158129,1.508846472,0.131338022,0.908211378,
ENSMUSG00000040808.4_S100g,1.099001099,1.41145868,0.772450292,1.827248555,0.067662406,0.826362171,
ENSMUSG00000072673.2_Gm10392,0.285997806,1.411248134,0.990417759,1.424901888,0.154185564,0.923060312,
ENSMUSG00000025243.15_Slc6a20b,2.098117771,1.404032267,0.440505671,3.187319388,0.001435981,0.23018581,
ENSMUSG00000034220.7_Gpc1,41.55854477,1.402955056,0.237755808,5.900823482,3.62E-09,5.97E-05,
ENSMUSG00000061815.11_Rufy4,4.345933704,1.395855594,0.413792421,3.373323244,0.000742667,0.20271235,
ENSMUSG00000090625.1_Gm20721,26.58715053,1.392044448,0.250046826,5.567135052,2.59E-08,0.000142533,
ENSMUSG00000027840.5_Wnt2b,1.138502606,1.38720229,0.537289589,2.581852169,0.009827167,0.497749023,
ENSMUSG00000094840.5_Muc3a,0.368963451,1.385931568,1.430653507,0.968740203,0.332674829,0.998523724,
ENSMUSG00000062382.8_Ftl1-ps1,0.432337989,1.383048299,0.847562004,1.631796012,0.102722466,0.878852337,
ENSMUSG00000040812.14_Agbl2,0.68231303,1.382107767,0.688605839,2.007110149,0.044737936,0.756877866,
ENSMUSG00000018623.9_Mmp7,1.971275575,1.381468242,0.582282132,2.37250667,0.017667844,0.605831014,
ENSMUSG00000034607.6_Pof1b,1.715075331,1.381349025,0.588758221,2.346207621,0.01896554,0.612118954,
ENSMUSG00000063820.11_Arl9,0.994538189,1.372367073,0.62865907,2.183006877,0.029035304,0.677998487,
ENSMUSG00000005628.12_Tmod4,1.77033365,1.370203878,0.447110768,3.064573646,0.002179805,0.26661437,
ENSMUSG00000056427.10_Slit3,0.788591152,1.367476048,0.625198538,2.187266867,0.028723048,0.674805962,
ENSMUSG00000094686.1_Ccl21a,1.249417901,1.365399419,0.533587703,2.558903459,0.01050029,0.501890289,
ENSMUSG00000075012.4_Fjx1,0.657041321,1.364762854,0.734268256,1.858670645,0.063073837,0.809227035,
ENSMUSG00000080907.1_4930455H04Rik,1.60850632,1.357048065,0.527216517,2.573986246,0.010053427,0.500541489,
ENSMUSG00000028575.11_Eqtn,0.288106457,1.354531963,0.934421539,1.449594114,0.147171738,0.918414593,
ENSMUSG00000068699.12_Flnc,0.947950744,1.353664847,0.600519706,2.25415558,0.024186382,0.634648657,
ENSMUSG00000055003.14_Lrtm2,0.503675974,1.352161129,1.013781374,1.33377981,0.18227603,0.951956798,
ENSMUSG00000029314.14_Gpat3,40.55832317,1.351697066,0.316845636,4.266105988,1.99E-05,0.021896487,
ENSMUSG00000059479.7_B3gnt8,6.742289493,1.343264085,0.284098948,4.728155788,2.27E-06,0.00467637,
ENSMUSG00000003309.14_Ap1m2,1.96385619,1.340741254,0.532043971,2.519982045,0.011736082,0.525267472,
ENSMUSG00000025478.15_Dpysl4,1.752248316,1.340536359,0.565272566,2.371486679,0.017716685,0.605831014,
