,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Differentially expressed?
ENSMUSG00000000183.6_Fgf6,0,NA,NA,NA,NA,NA,
ENSMUSG00000000215.11_Ins2,0,NA,NA,NA,NA,NA,
ENSMUSG00000000263.15_Glra1,0,NA,NA,NA,NA,NA,
ENSMUSG00000000381.10_Wap,0,NA,NA,NA,NA,NA,
ENSMUSG00000000701.8_Tcl1b5,0,NA,NA,NA,NA,NA,
ENSMUSG00000000730.13_Dnmt3l,0,NA,NA,NA,NA,NA,
ENSMUSG00000000938.11_Hoxa10,0,NA,NA,NA,NA,NA,
ENSMUSG00000001023.10_S100a5,0,NA,NA,NA,NA,NA,
ENSMUSG00000001168.16_Oas1h,0,NA,NA,NA,NA,NA,
ENSMUSG00000001496.15_Nkx2-1,0,NA,NA,NA,NA,NA,
ENSMUSG00000001504.10_Irx2,0,NA,NA,NA,NA,NA,
ENSMUSG00000001510.8_Dlx3,0,NA,NA,NA,NA,NA,
ENSMUSG00000001566.9_Mnx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000001655.6_Hoxc13,0,NA,NA,NA,NA,NA,
ENSMUSG00000001656.3_Hoxc11,0,NA,NA,NA,NA,NA,
ENSMUSG00000001823.5_Hoxd12,0,NA,NA,NA,NA,NA,
ENSMUSG00000001901.15_Kcnh6,0,NA,NA,NA,NA,NA,
ENSMUSG00000001988.9_Npas1,0,NA,NA,NA,NA,NA,
ENSMUSG00000002930.6_Ppp1r17,0,NA,NA,NA,NA,NA,
ENSMUSG00000003436.11_Dll3,0,NA,NA,NA,NA,NA,
ENSMUSG00000004231.15_Pax2,0,NA,NA,NA,NA,NA,
ENSMUSG00000004892.13_Bcan,0,NA,NA,NA,NA,NA,
ENSMUSG00000005202.2_Shbg,0,NA,NA,NA,NA,NA,
ENSMUSG00000005355.9_Casp14,0,NA,NA,NA,NA,NA,
ENSMUSG00000005474.9_Myl10,0,NA,NA,NA,NA,NA,
ENSMUSG00000005503.8_Evx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000005716.16_Pvalb,0,NA,NA,NA,NA,NA,
ENSMUSG00000005891.7_Prl4a1,0,NA,NA,NA,NA,NA,
ENSMUSG00000006143.12_Upk3bl,0,NA,NA,NA,NA,NA,
ENSMUSG00000006200.3_Rhox6,0,NA,NA,NA,NA,NA,
ENSMUSG00000006216.10_Clcnkb,0,NA,NA,NA,NA,NA,
ENSMUSG00000006270.7_Vax1,0,NA,NA,NA,NA,NA,
ENSMUSG00000006311.8_Etv2,0,NA,NA,NA,NA,NA,
ENSMUSG00000006490.2_Prl8a9,0,NA,NA,NA,NA,NA,
ENSMUSG00000006570.3_Defb2,0,NA,NA,NA,NA,NA,
ENSMUSG00000006948.7_Klk4,0,NA,NA,NA,NA,NA,
ENSMUSG00000007209.4_Ceacam9,0,NA,NA,NA,NA,NA,
ENSMUSG00000007457.3_2310003L06Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000007480.3_Mc5r,0,NA,NA,NA,NA,NA,
ENSMUSG00000008590.4_Htr3b,0,NA,NA,NA,NA,NA,
ENSMUSG00000008843.4_Cldn13,0,NA,NA,NA,NA,NA,
ENSMUSG00000008874.3_Clec3a,0,NA,NA,NA,NA,NA,
ENSMUSG00000009047.3_Gm5965,0,NA,NA,NA,NA,NA,
ENSMUSG00000009114.17_2610028H24Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000009356.12_Lpo,0,NA,NA,NA,NA,NA,
ENSMUSG00000009471.4_Myod1,0,NA,NA,NA,NA,NA,
ENSMUSG00000009551.2_6330409D20Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000009580.15_Odam,0,NA,NA,NA,NA,NA,
ENSMUSG00000009900.7_Wnt3a,0,NA,NA,NA,NA,NA,
ENSMUSG00000010086.17_Rnf112,0,NA,NA,NA,NA,NA,
ENSMUSG00000010841.13_1700006E09Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000011118.4_Panx3,0,NA,NA,NA,NA,NA,
ENSMUSG00000011486.14_Slc25a41,0,NA,NA,NA,NA,NA,
ENSMUSG00000012282.2_Wnt8a,0,NA,NA,NA,NA,NA,
ENSMUSG00000013091.5_Tmem190,0,NA,NA,NA,NA,NA,
ENSMUSG00000013643.13_Lypd8,0,NA,NA,NA,NA,NA,
ENSMUSG00000013653.2_1810065E05Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000013936.12_Myl2,0,NA,NA,NA,NA,NA,
ENSMUSG00000014351.12_Gip,0,NA,NA,NA,NA,NA,
ENSMUSG00000014747.6_Ankrd53,0,NA,NA,NA,NA,NA,
ENSMUSG00000015242.14_Nipsnap3a,0,NA,NA,NA,NA,NA,
ENSMUSG00000015441.3_Gzmf,0,NA,NA,NA,NA,NA,
ENSMUSG00000015443.8_Gzmn,0,NA,NA,NA,NA,NA,
ENSMUSG00000015579.4_Nkx2-5,0,NA,NA,NA,NA,NA,
ENSMUSG00000015787.15_Abo,0,NA,NA,NA,NA,NA,
ENSMUSG00000016982.6_Pom121l2,0,NA,NA,NA,NA,NA,
ENSMUSG00000017000.2_Svs6,0,NA,NA,NA,NA,NA,
ENSMUSG00000017003.7_Svs3a,0,NA,NA,NA,NA,NA,
ENSMUSG00000017004.7_Svs5,0,NA,NA,NA,NA,NA,
ENSMUSG00000017049.4_Ccdc70,0,NA,NA,NA,NA,NA,
ENSMUSG00000017165.1_Gast,0,NA,NA,NA,NA,NA,
ENSMUSG00000017311.15_Pyy,0,NA,NA,NA,NA,NA,
ENSMUSG00000017720.2_Trp53tg5,0,NA,NA,NA,NA,NA,
ENSMUSG00000017922.13_Prl3c1,0,NA,NA,NA,NA,NA,
ENSMUSG00000017943.15_Gdap1l1,0,NA,NA,NA,NA,NA,
ENSMUSG00000018589.8_Glra2,0,NA,NA,NA,NA,NA,
ENSMUSG00000018595.6_Glra4,0,NA,NA,NA,NA,NA,
ENSMUSG00000018862.11_Otop3,0,NA,NA,NA,NA,NA,
ENSMUSG00000018914.5_Il3,0,NA,NA,NA,NA,NA,
ENSMUSG00000019359.14_Gdpd2,0,NA,NA,NA,NA,NA,
ENSMUSG00000019429.7_Ffar3,0,NA,NA,NA,NA,NA,
ENSMUSG00000019756.10_Prl8a1,0,NA,NA,NA,NA,NA,
ENSMUSG00000019909.4_Fam162b,0,NA,NA,NA,NA,NA,
ENSMUSG00000019932.8_Kera,0,NA,NA,NA,NA,NA,
ENSMUSG00000020020.8_Usp44,0,NA,NA,NA,NA,NA,
ENSMUSG00000020052.9_Ascl1,0,NA,NA,NA,NA,NA,
ENSMUSG00000020177.12_9530003J23Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000020216.13_Jsrp1,0,NA,NA,NA,NA,NA,
ENSMUSG00000020229.4_Slc5a4a,0,NA,NA,NA,NA,NA,
ENSMUSG00000020317.14_Theg,0,NA,NA,NA,NA,NA,
ENSMUSG00000020383.1_Il13,0,NA,NA,NA,NA,NA,
ENSMUSG00000020428.13_Gabra6,0,NA,NA,NA,NA,NA,
ENSMUSG00000020562.7_Efcab10,0,NA,NA,NA,NA,NA,
ENSMUSG00000020581.11_Agr2,0,NA,NA,NA,NA,NA,
ENSMUSG00000020686.12_Gas2l2,0,NA,NA,NA,NA,NA,
ENSMUSG00000020704.13_Asic2,0,NA,NA,NA,NA,NA,
ENSMUSG00000020723.3_Cacng4,0,NA,NA,NA,NA,NA,
ENSMUSG00000020945.13_Lyzl6,0,NA,NA,NA,NA,NA,
ENSMUSG00000020950.10_Foxg1,0,NA,NA,NA,NA,NA,
ENSMUSG00000021148.11_Gm9745,0,NA,NA,NA,NA,NA,
ENSMUSG00000021194.6_Chga,0,NA,NA,NA,NA,NA,
ENSMUSG00000021347.3_Prl7b1,0,NA,NA,NA,NA,NA,
ENSMUSG00000021415.13_4933417A18Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000021441.4_Cts6,0,NA,NA,NA,NA,NA,
ENSMUSG00000021478.6_Drd1,0,NA,NA,NA,NA,NA,
ENSMUSG00000021506.7_Pitx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000021538.3_Il9,0,NA,NA,NA,NA,NA,
ENSMUSG00000021545.4_1700067P10Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000021600.3_8030423J24Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000021604.15_Irx4,0,NA,NA,NA,NA,NA,
ENSMUSG00000021647.6_Cartpt,0,NA,NA,NA,NA,NA,
ENSMUSG00000021743.5_Fezf2,0,NA,NA,NA,NA,NA,
ENSMUSG00000021867.16_Tmem254b,0,NA,NA,NA,NA,NA,
ENSMUSG00000021898.14_Asb14,0,NA,NA,NA,NA,NA,
ENSMUSG00000021907.12_Msmb,0,NA,NA,NA,NA,NA,
ENSMUSG00000021919.7_Chat,0,NA,NA,NA,NA,NA,
ENSMUSG00000021933.11_Gucy1b2,0,NA,NA,NA,NA,NA,
ENSMUSG00000021961.5_4930578I06Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000021977.11_1700129C05Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000022002.1_Erich6b,0,NA,NA,NA,NA,NA,
ENSMUSG00000022066.16_Gm21685,0,NA,NA,NA,NA,NA,
ENSMUSG00000022097.3_Sftpc,0,NA,NA,NA,NA,NA,
ENSMUSG00000022144.3_Gdnf,0,NA,NA,NA,NA,NA,
ENSMUSG00000022156.7_Gzme,0,NA,NA,NA,NA,NA,
ENSMUSG00000022212.15_Cpne6,0,NA,NA,NA,NA,NA,
ENSMUSG00000022226.5_Mcpt2,0,NA,NA,NA,NA,NA,
ENSMUSG00000022229.2_Atp12a,0,NA,NA,NA,NA,NA,
ENSMUSG00000022296.8_Baalc,0,NA,NA,NA,NA,NA,
ENSMUSG00000022330.4_Osr2,0,NA,NA,NA,NA,NA,
ENSMUSG00000022435.5_Upk3a,0,NA,NA,NA,NA,NA,
ENSMUSG00000022484.7_Hoxc10,0,NA,NA,NA,NA,NA,
ENSMUSG00000022487.14_Gtsf1,0,NA,NA,NA,NA,NA,
ENSMUSG00000022501.5_Prm1,0,NA,NA,NA,NA,NA,
ENSMUSG00000022596.3_Slurp1,0,NA,NA,NA,NA,NA,
ENSMUSG00000022603.9_Mroh4,0,NA,NA,NA,NA,NA,
ENSMUSG00000022705.4_Drd3,0,NA,NA,NA,NA,NA,
ENSMUSG00000022715.2_Tmem114,0,NA,NA,NA,NA,NA,
ENSMUSG00000022886.5_Prl2a1,0,NA,NA,NA,NA,NA,
ENSMUSG00000022991.4_Lalba,0,NA,NA,NA,NA,NA,
ENSMUSG00000023013.4_Aqp2,0,NA,NA,NA,NA,NA,
ENSMUSG00000023041.6_Krt6b,0,NA,NA,NA,NA,NA,
ENSMUSG00000023083.7_H2-M10.2,0,NA,NA,NA,NA,NA,
ENSMUSG00000023093.7_Gm7257,0,NA,NA,NA,NA,NA,
ENSMUSG00000023120.9_Gm853,0,NA,NA,NA,NA,NA,
ENSMUSG00000023140.4_Reg2,0,NA,NA,NA,NA,NA,
ENSMUSG00000023210.2_Lcn9,0,NA,NA,NA,NA,NA,
ENSMUSG00000023257.3_Cypt1,0,NA,NA,NA,NA,NA,
ENSMUSG00000023263.3_9530002B09Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000023443.13_Esx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000023943.7_Sult1c1,0,NA,NA,NA,NA,NA,
ENSMUSG00000023978.5_Prph2,0,NA,NA,NA,NA,NA,
ENSMUSG00000024041.8_Cryaa,0,NA,NA,NA,NA,NA,
ENSMUSG00000024088.3_4930583I09Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000024116.5_Prss21,0,NA,NA,NA,NA,NA,
ENSMUSG00000024125.1_Sbpl,0,NA,NA,NA,NA,NA,
ENSMUSG00000024128.13_Sbp,0,NA,NA,NA,NA,NA,
ENSMUSG00000024171.4_Prss28,0,NA,NA,NA,NA,NA,
ENSMUSG00000024173.10_Tpsab1,0,NA,NA,NA,NA,NA,
ENSMUSG00000024224.4_Clpsl2,0,NA,NA,NA,NA,NA,
ENSMUSG00000024256.6_Adcyap1,0,NA,NA,NA,NA,NA,
ENSMUSG00000024266.8_Adad2,0,NA,NA,NA,NA,NA,
ENSMUSG00000024448.14_H2-M10.1,0,NA,NA,NA,NA,NA,
ENSMUSG00000024497.3_Pou4f3,0,NA,NA,NA,NA,NA,
ENSMUSG00000024510.5_Ftmt,0,NA,NA,NA,NA,NA,
ENSMUSG00000024532.13_1700034E13Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000024552.15_Slc14a2,0,NA,NA,NA,NA,NA,
ENSMUSG00000024578.2_Il17b,0,NA,NA,NA,NA,NA,
ENSMUSG00000024619.8_Cdx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000024731.15_Ms4a10,0,NA,NA,NA,NA,NA,
ENSMUSG00000024734.8_Zp1,0,NA,NA,NA,NA,NA,
ENSMUSG00000024806.3_Mlana,0,NA,NA,NA,NA,NA,
ENSMUSG00000024815.4_Trpd52l3,0,NA,NA,NA,NA,NA,
ENSMUSG00000024907.6_Gal,0,NA,NA,NA,NA,NA,
ENSMUSG00000024973.16_Hrasls5,0,NA,NA,NA,NA,NA,
ENSMUSG00000025043.3_Dusp21,0,NA,NA,NA,NA,NA,
ENSMUSG00000025056.4_Nr0b1,0,NA,NA,NA,NA,NA,
ENSMUSG00000025091.3_Pnliprp2,0,NA,NA,NA,NA,NA,
ENSMUSG00000025129.2_Ppp1r27,0,NA,NA,NA,NA,NA,
ENSMUSG00000025141.2_Myadml2,0,NA,NA,NA,NA,NA,
ENSMUSG00000025215.10_Tlx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000025219.13_Fgf8,0,NA,NA,NA,NA,NA,
ENSMUSG00000025288.1_4933436I01Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000025380.2_Fscn2,0,NA,NA,NA,NA,NA,
ENSMUSG00000025418.7_Bsnd,0,NA,NA,NA,NA,NA,
ENSMUSG00000025431.4_Crisp1,0,NA,NA,NA,NA,NA,
ENSMUSG00000025467.8_Prap1,0,NA,NA,NA,NA,NA,
ENSMUSG00000025496.5_Drd4,0,NA,NA,NA,NA,NA,
ENSMUSG00000025652.6_Tmem89,0,NA,NA,NA,NA,NA,
ENSMUSG00000025783.2_4930412O13Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000025929.4_Il17a,0,NA,NA,NA,NA,NA,
ENSMUSG00000025945.11_Crygf,0,NA,NA,NA,NA,NA,
ENSMUSG00000025946.13_Pth2r,0,NA,NA,NA,NA,NA,
ENSMUSG00000025952.15_Crygc,0,NA,NA,NA,NA,NA,
ENSMUSG00000025961.1_4933402D24Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000026063.4_Pih1d3,0,NA,NA,NA,NA,NA,
ENSMUSG00000026124.4_Cfc1,0,NA,NA,NA,NA,NA,
ENSMUSG00000026182.6_Tnp1,0,NA,NA,NA,NA,NA,
ENSMUSG00000026226.15_Spata3,0,NA,NA,NA,NA,NA,
ENSMUSG00000026237.5_Nmur1,0,NA,NA,NA,NA,NA,
ENSMUSG00000026241.5_Nppc,0,NA,NA,NA,NA,NA,
ENSMUSG00000026420.16_Il24,0,NA,NA,NA,NA,NA,
ENSMUSG00000026459.5_Myog,0,NA,NA,NA,NA,NA,
ENSMUSG00000026514.14_Cnih3,0,NA,NA,NA,NA,NA,
ENSMUSG00000026531.4_Mptx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000026560.13_Fmo9,0,NA,NA,NA,NA,NA,
ENSMUSG00000026645.11_Olah,0,NA,NA,NA,NA,NA,
ENSMUSG00000026751.14_Nr5a1,0,NA,NA,NA,NA,NA,
ENSMUSG00000026931.10_1700019N19Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000026934.15_Lhx3,0,NA,NA,NA,NA,NA,
ENSMUSG00000026985.1_Il1f8,0,NA,NA,NA,NA,NA,
ENSMUSG00000027072.13_Prg3,0,NA,NA,NA,NA,NA,
ENSMUSG00000027209.17_Fam227b,0,NA,NA,NA,NA,NA,
ENSMUSG00000027270.14_Lamp5,0,NA,NA,NA,NA,NA,
ENSMUSG00000027355.15_Tmco5,0,NA,NA,NA,NA,NA,
ENSMUSG00000027403.12_Tgm6,0,NA,NA,NA,NA,NA,
ENSMUSG00000027409.5_1700020A23Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000027431.5_Scp2d1,0,NA,NA,NA,NA,NA,
ENSMUSG00000027443.10_Cst12,0,NA,NA,NA,NA,NA,
ENSMUSG00000027445.3_Cst9,0,NA,NA,NA,NA,NA,
ENSMUSG00000027468.2_Defb22,0,NA,NA,NA,NA,NA,
ENSMUSG00000027480.12_Sun5,0,NA,NA,NA,NA,NA,
ENSMUSG00000027481.2_Bpifb2,0,NA,NA,NA,NA,NA,
ENSMUSG00000027482.12_Bpifa3,0,NA,NA,NA,NA,NA,
ENSMUSG00000027483.7_Bpifa1,0,NA,NA,NA,NA,NA,
ENSMUSG00000027484.2_Bpifa5,0,NA,NA,NA,NA,NA,
ENSMUSG00000027485.15_Bpifb1,0,NA,NA,NA,NA,NA,
ENSMUSG00000027517.13_Ankrd60,0,NA,NA,NA,NA,NA,
ENSMUSG00000027518.3_1700021F07Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000027564.4_Cypt12,0,NA,NA,NA,NA,NA,
ENSMUSG00000027581.12_Stmn3,0,NA,NA,NA,NA,NA,
ENSMUSG00000027606.12_Dnajc5b,0,NA,NA,NA,NA,NA,
ENSMUSG00000027703.16_Lrriq4,0,NA,NA,NA,NA,NA,
ENSMUSG00000027912.8_Lce1m,0,NA,NA,NA,NA,NA,
ENSMUSG00000027913.5_Crct1,0,NA,NA,NA,NA,NA,
ENSMUSG00000027923.3_Lce1b,0,NA,NA,NA,NA,NA,
ENSMUSG00000027925.2_Sprr2j-ps,0,NA,NA,NA,NA,NA,
ENSMUSG00000027927.5_Lelp1,0,NA,NA,NA,NA,NA,
ENSMUSG00000028023.16_Pitx2,0,NA,NA,NA,NA,NA,
ENSMUSG00000028174.12_Rpe65,0,NA,NA,NA,NA,NA,
ENSMUSG00000028280.9_Gabrr1,0,NA,NA,NA,NA,NA,
ENSMUSG00000028298.10_Cga,0,NA,NA,NA,NA,NA,
ENSMUSG00000028310.2_Ppp3r2,0,NA,NA,NA,NA,NA,
ENSMUSG00000028396.5_2310002L09Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000028584.3_Lrrc38,0,NA,NA,NA,NA,NA,
ENSMUSG00000028661.8_Epha8,0,NA,NA,NA,NA,NA,
ENSMUSG00000028747.10_Htr6,0,NA,NA,NA,NA,NA,
ENSMUSG00000028749.7_Pla2g2f,0,NA,NA,NA,NA,NA,
ENSMUSG00000028751.13_Pla2g2e,0,NA,NA,NA,NA,NA,
ENSMUSG00000028778.15_Hcrtr1,0,NA,NA,NA,NA,NA,
ENSMUSG00000028825.7_Rhd,0,NA,NA,NA,NA,NA,
ENSMUSG00000028876.7_Epha10,0,NA,NA,NA,NA,NA,
ENSMUSG00000028938.9_Galntl5,0,NA,NA,NA,NA,NA,
ENSMUSG00000028946.7_Hes3,0,NA,NA,NA,NA,NA,
ENSMUSG00000028963.1_Uts2,0,NA,NA,NA,NA,NA,
ENSMUSG00000029019.8_Nppb,0,NA,NA,NA,NA,NA,
ENSMUSG00000029112.5_Nkx1-1,0,NA,NA,NA,NA,NA,
ENSMUSG00000029205.12_Chrna9,0,NA,NA,NA,NA,NA,
ENSMUSG00000029219.10_Slc10a4,0,NA,NA,NA,NA,NA,
ENSMUSG00000029248.14_Thegl,0,NA,NA,NA,NA,NA,
ENSMUSG00000029280.13_Smr3a,0,NA,NA,NA,NA,NA,
ENSMUSG00000029343.17_Crybb1,0,NA,NA,NA,NA,NA,
ENSMUSG00000029420.12_Rimbp2,0,NA,NA,NA,NA,NA,
ENSMUSG00000029451.14_Gm13103,0,NA,NA,NA,NA,NA,
ENSMUSG00000029526.5_1700123K08Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000029541.12_Cyp2w1,0,NA,NA,NA,NA,NA,
ENSMUSG00000029546.12_Uncx,0,NA,NA,NA,NA,NA,
ENSMUSG00000029564.12_4930519G04Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000029595.9_Lhx5,0,NA,NA,NA,NA,NA,
ENSMUSG00000029618.13_Ocm,0,NA,NA,NA,NA,NA,
ENSMUSG00000029620.4_1700018F24Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000029646.3_Cdx2,0,NA,NA,NA,NA,NA,
ENSMUSG00000029697.6_Fezf1,0,NA,NA,NA,NA,NA,
ENSMUSG00000029706.15_Pax4,0,NA,NA,NA,NA,NA,
ENSMUSG00000029754.13_Dlx6,0,NA,NA,NA,NA,NA,
ENSMUSG00000029819.6_Npy,0,NA,NA,NA,NA,NA,
ENSMUSG00000029865.4_Sval1,0,NA,NA,NA,NA,NA,
ENSMUSG00000029867.5_1700034O15Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000030001.4_Figla,0,NA,NA,NA,NA,NA,
ENSMUSG00000030049.5_Gkn2,0,NA,NA,NA,NA,NA,
ENSMUSG00000030143.7_Gm8882,0,NA,NA,NA,NA,NA,
ENSMUSG00000030194.2_Tas2r116,0,NA,NA,NA,NA,NA,
ENSMUSG00000030196.3_Tas2r103,0,NA,NA,NA,NA,NA,
ENSMUSG00000030307.8_Slc6a11,0,NA,NA,NA,NA,NA,
ENSMUSG00000030366.10_Ceacam12,0,NA,NA,NA,NA,NA,
ENSMUSG00000030373.6_Psg28,0,NA,NA,NA,NA,NA,
ENSMUSG00000030450.11_Oca2,0,NA,NA,NA,NA,NA,
ENSMUSG00000030472.9_Ceacam18,0,NA,NA,NA,NA,NA,
ENSMUSG00000030507.6_Dbx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000030607.7_Acan,0,NA,NA,NA,NA,NA,
ENSMUSG00000030638.13_Sh3gl3,0,NA,NA,NA,NA,NA,
ENSMUSG00000030851.14_Ldhc,0,NA,NA,NA,NA,NA,
ENSMUSG00000030877.11_Mfsd13b,0,NA,NA,NA,NA,NA,
ENSMUSG00000030911.7_Zp2,0,NA,NA,NA,NA,NA,
ENSMUSG00000031073.6_Fgf15,0,NA,NA,NA,NA,NA,
ENSMUSG00000031085.16_Gm498,0,NA,NA,NA,NA,NA,
ENSMUSG00000031118.8_1700080O16Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000031160.4_Eras,0,NA,NA,NA,NA,NA,
ENSMUSG00000031181.2_Ctag2,0,NA,NA,NA,NA,NA,
ENSMUSG00000031182.2_4930447F04Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000031194.1_4931400O07Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000031204.3_Asb12,0,NA,NA,NA,NA,NA,
ENSMUSG00000031241.17_Tbx22,0,NA,NA,NA,NA,NA,
ENSMUSG00000031250.8_Tnmd,0,NA,NA,NA,NA,NA,
ENSMUSG00000031364.2_Grpr,0,NA,NA,NA,NA,NA,
ENSMUSG00000031372.7_Trex2,0,NA,NA,NA,NA,NA,
ENSMUSG00000031376.15_Atp2b3,0,NA,NA,NA,NA,NA,
ENSMUSG00000031384.2_Asb9,0,NA,NA,NA,NA,NA,
ENSMUSG00000031390.8_Avpr2,0,NA,NA,NA,NA,NA,
ENSMUSG00000031409.1_Tceal6,0,NA,NA,NA,NA,NA,
ENSMUSG00000031411.11_Prame,0,NA,NA,NA,NA,NA,
ENSMUSG00000031424.16_Kir3dl1,0,NA,NA,NA,NA,NA,
ENSMUSG00000031430.8_Vsig1,0,NA,NA,NA,NA,NA,
ENSMUSG00000031449.10_Atp4b,0,NA,NA,NA,NA,NA,
ENSMUSG00000031509.10_1700016D06Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000031621.9_Isx,0,NA,NA,NA,NA,NA,
ENSMUSG00000031738.14_Irx6,0,NA,NA,NA,NA,NA,
ENSMUSG00000031786.7_Drc7,0,NA,NA,NA,NA,NA,
ENSMUSG00000031927.9_1700012B09Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000031952.5_Chst5,0,NA,NA,NA,NA,NA,
ENSMUSG00000031991.10_Spata19,0,NA,NA,NA,NA,NA,
ENSMUSG00000032099.3_Pate4,0,NA,NA,NA,NA,NA,
ENSMUSG00000032191.5_Bcl2l10,0,NA,NA,NA,NA,NA,
ENSMUSG00000032259.8_Drd2,0,NA,NA,NA,NA,NA,
ENSMUSG00000032346.7_Ooep,0,NA,NA,NA,NA,NA,
ENSMUSG00000032394.6_Igdcc3,0,NA,NA,NA,NA,NA,
ENSMUSG00000032451.6_Trim42,0,NA,NA,NA,NA,NA,
ENSMUSG00000032532.7_Cck,0,NA,NA,NA,NA,NA,
ENSMUSG00000032566.4_1700080E11Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000032758.4_Kap,0,NA,NA,NA,NA,NA,
ENSMUSG00000032807.5_Alox12b,0,NA,NA,NA,NA,NA,
ENSMUSG00000032852.3_Rspo4,0,NA,NA,NA,NA,NA,
ENSMUSG00000032894.13_1700031F05Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000032937.4_Fshr,0,NA,NA,NA,NA,NA,
ENSMUSG00000032978.14_Guca2b,0,NA,NA,NA,NA,NA,
ENSMUSG00000032987.9_Olfr281,0,NA,NA,NA,NA,NA,
ENSMUSG00000032988.3_Slc16a8,0,NA,NA,NA,NA,NA,
ENSMUSG00000033006.9_Sox10,0,NA,NA,NA,NA,NA,
ENSMUSG00000033044.12_Dhrs7c,0,NA,NA,NA,NA,NA,
ENSMUSG00000033200.16_Tpsg1,0,NA,NA,NA,NA,NA,
ENSMUSG00000033383.6_Rtp1,0,NA,NA,NA,NA,NA,
ENSMUSG00000033510.14_Otud7a,0,NA,NA,NA,NA,NA,
ENSMUSG00000033520.2_Idi2,0,NA,NA,NA,NA,NA,
ENSMUSG00000033615.9_Cplx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000033633.14_Clec18a,0,NA,NA,NA,NA,NA,
ENSMUSG00000033726.8_Emx1,0,NA,NA,NA,NA,NA,
ENSMUSG00000033765.5_Calm4,0,NA,NA,NA,NA,NA,
ENSMUSG00000033770.13_Clcnka,0,NA,NA,NA,NA,NA,
ENSMUSG00000033794.6_Lpcat2b,0,NA,NA,NA,NA,NA,
ENSMUSG00000033834.6_Tpbpa,0,NA,NA,NA,NA,NA,
ENSMUSG00000034039.7_Prss29,0,NA,NA,NA,NA,NA,
ENSMUSG00000034185.9_6430628N08Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000034339.8_Gm5689,0,NA,NA,NA,NA,NA,
ENSMUSG00000034482.2_Ly6g5c,0,NA,NA,NA,NA,NA,
ENSMUSG00000034486.8_Gbx2,0,NA,NA,NA,NA,NA,
ENSMUSG00000034583.9_Olfr1347,0,NA,NA,NA,NA,NA,
ENSMUSG00000034677.9_Gpr142,0,NA,NA,NA,NA,NA,
ENSMUSG00000034690.13_Nlrp4c,0,NA,NA,NA,NA,NA,
ENSMUSG00000034777.2_Vax2,0,NA,NA,NA,NA,NA,
ENSMUSG00000034913.9_Spert,0,NA,NA,NA,NA,NA,
ENSMUSG00000035057.7_Mgat4d,0,NA,NA,NA,NA,NA,
ENSMUSG00000035191.15_Rfpl4,0,NA,NA,NA,NA,NA,
ENSMUSG00000035200.7_Chrnb4,0,NA,NA,NA,NA,NA,
ENSMUSG00000035201.15_B020004J07Rik,0,NA,NA,NA,NA,NA,
ENSMUSG00000035238.4_Kcnk15,0,NA,NA,NA,NA,NA,
ENSMUSG00000035371.8_Ssx9,0,NA,NA,NA,NA,NA,
